doi,url
10.2459/jcm.0b013e32834eed0d,tooManyRedirects
10.1371/journal.pone.0120758,timeout
10.1039/c3sm52116h,RequestException
10.1111/j.1469-8137.2009.02889.x,timeout
10.3389/fnana.2015.00092,timeout
10.1109/jsac.2015.2391531,timeout
10.1109/lawp.2012.2212231,timeout
10.1109/tcst.2013.2238235,timeout
10.1088/0004-6256/139/5/2052,timeout
10.1093/mmy/myt011,timeout
10.1111/j.1360-0443.2008.02414.x,timeout
10.1109/tcst.2013.2246163,timeout
10.1039/c4sc01316f,RequestException
10.1111/j.1096-3642.2012.00835.x,RequestException
10.1088/0029-5515/53/4/043003,timeout
10.1371/journal.pgen.1002689,timeout
10.1109/lawp.2014.2319242,timeout
10.1109/led.2012.2185478,timeout
10.1093/ojls/gqr009,RequestException
10.1093/neuonc/noq017,RequestException
10.1021/om5009605,timeout
10.1109/jlt.2009.2034396,timeout
10.1371/journal.pone.0066510,timeout
10.1039/c5ra15272k,RequestException
10.1088/0957-4484/22/43/435204,timeout
10.3382/ps.2009-00494,RequestException
10.1109/tim.2012.2187359,timeout
10.1097/ana.0b013e31829cf903,tooManyRedirects
10.1088/0967-3334/33/1/95,timeout
10.1038/srep13668,timeout
10.2135/cropsci2013.03.0170,timeout
10.1109/tcst.2009.2031099,timeout
10.1093/carcin/bgs178,RequestException
10.1097/icl.0000000000000101,tooManyRedirects
10.1038/ajh.2012.121,RequestException
10.3382/ps.2009-00126,RequestException
10.1039/c2ee21817h,RequestException
10.1002/cphc.200900578,timeout
10.1166/jctn.2012.2061,timeout
10.1039/c2em30059a,RequestException
10.1002/jobm.201200302,timeout
10.1021/es5060513,timeout
10.1111/j.1439-0264.2009.00979.x,timeout
10.1109/tgrs.2012.2223704,timeout
10.1309/ajcp0h2dambxzuss,RequestException
10.1111/1751-7915.12091,timeout
10.1097/psy.0b013e31825b3d76,tooManyRedirects
10.1039/c3nj41182f,RequestException
10.1039/b911163h,RequestException
10.1097/mot.0b013e32832ade76,tooManyRedirects
10.1088/0256-307x/30/6/066102,timeout
10.1039/c5ra00718f,RequestException
10.1515/dzph-2015-0017,timeout
10.1021/ja3066896,timeout
10.1093/ejcts/ezt252,RequestException
10.1097/sle.0b013e31821e5fac,tooManyRedirects
10.1039/c1cc11464f,RequestException
10.1051/epjap/2011100443,timeout
10.1097/scs.0b013e3182420981,tooManyRedirects
10.4314/ajpsy.v14i5.6,timeout
10.1097/eja.0b013e3283566789,tooManyRedirects
10.1093/infdis/jiv218,RequestException
10.1213/ane.0b013e3181a2a3e1,tooManyRedirects
10.1093/bioinformatics/bts543,RequestException
10.1097/der.0000000000000061,tooManyRedirects
10.1109/tasc.2011.2182023,timeout
10.1111/j.1365-2966.2012.22123.x,RequestException
10.5560/zna.2012-0061,timeout
10.1097/ta.0000000000000126,tooManyRedirects
10.1167/iovs.14-14193,timeout
10.1039/c2sm25902h,RequestException
10.1093/humrep/der012,RequestException
10.1093/neuonc/nou306,RequestException
10.1093/jaarel/lfu033,RequestException
10.1039/c2cc33682k,RequestException
10.1210/jc.2014-1415,RequestException
10.1021/nl200366z,timeout
10.1097/ppo.0b013e31824ba4df,tooManyRedirects
10.1002/bsl.2167,timeout
10.1039/c4tc00042k,RequestException
10.1109/tasc.2015.2493118,timeout
10.1088/0268-1242/24/2/025021,timeout
10.1088/0963-0252/21/3/035017,timeout
10.1039/b921371f,RequestException
10.1515/crelle-2012-0071,timeout
10.1109/tro.2015.2411371,timeout
10.1088/0256-307x/32/6/067502,timeout
10.1039/c4cc09173f,RequestException
10.1111/j.1574-6976.2008.00132.x,RequestException
10.1021/ci300341v,timeout
10.1039/c2cc31501g,RequestException
10.1111/j.1439-0329.2010.00679.x,timeout
10.1109/tbme.2009.2018831,timeout
10.1093/bjsw/bcs122,RequestException
10.1242/dev.123737,timeout
10.1109/tmtt.2009.2017319,timeout
10.1039/c0cc02509g,RequestException
10.1097/pcc.0000000000000435,tooManyRedirects
10.1107/s1744309112009347,timeout
10.1097/icl.0b013e318232e431,tooManyRedirects
10.1039/c3cp44053b,RequestException
10.1111/jmcb.12176,timeout
10.1021/ol102017v,timeout
10.1093/ijtj/ijs022,RequestException
10.1039/c4dt01683a,RequestException
10.1039/c1cc10417a,RequestException
10.1515/byzs.2011.019,timeout
10.1021/am506832y,timeout
10.1109/tcsii.2010.2087992,timeout
10.1109/tpami.2009.191,timeout
10.1097/jom.0b013e3181f475cc,tooManyRedirects
10.1097/prs.0000000000000092,tooManyRedirects
10.1111/j.1365-2966.2011.18435.x,RequestException
10.1093/cid/cit280,RequestException
10.1269/jrr.10169,RequestException
10.1093/bja/aer449,RequestException
10.1109/tcpmt.2014.2300508,timeout
10.1109/jstsp.2015.2423260,timeout
10.1109/mpul.2013.2250852,timeout
10.1111/j.1574-6968.2010.01917.x,RequestException
10.1109/tpami.2010.174,timeout
10.1097/01.mpg.0000450393.23156.59,tooManyRedirects
10.1097/mjt.0b013e3181df8e0a,tooManyRedirects
10.1097/cej.0b013e32834ef1aa,tooManyRedirects
10.1093/nar/gkq590,RequestException
10.1109/lgrs.2014.2362758,timeout
10.1115/1.4031102,timeout
10.1097/ta.0b013e3181b83fe9,tooManyRedirects
10.1097/ncn.0b013e3182285d2c,tooManyRedirects
10.1097/tp.0b013e318218d59a,tooManyRedirects
10.1097/jom.0b013e31821f2ad4,tooManyRedirects
10.1097/grf.0b013e31825109dc,tooManyRedirects
10.1039/c003414b,RequestException
10.1111/j.1460-9568.2009.06878.x,timeout
10.1093/jac/dkr297,RequestException
10.1001/jamaneurol.2014.4477,timeout
10.1039/c5py01283j,RequestException
10.1039/c5ta00568j,RequestException
10.1109/tpel.2012.2214236,timeout
10.1097/mop.0b013e32832b1240,tooManyRedirects
10.1143/jjap.49.08kc03,timeout
10.1097/ncc.0b013e3182a40db2,tooManyRedirects
10.1097/iae.0b013e3181c9696a,tooManyRedirects
10.1093/molbev/msp214,RequestException
10.1093/heapol/czu065,RequestException
10.1039/c5ta00623f,RequestException
10.1097/prs.0b013e318191c82b,tooManyRedirects
10.1167/12.8.14,timeout
10.1093/jicj/mqr053,RequestException
10.1088/0963-0252/19/6/065006,timeout
10.1088/1674-1056/20/3/037104,timeout
10.1603/en10097,RequestException
10.1002/chem.200801399,timeout
10.1001/jama.2014.6368,timeout
10.1039/c0cp02062a,RequestException
10.1039/c0em00200c,RequestException
10.12659/aot.893721,RequestException
10.1515/crelle-2013-0065,timeout
10.1182/blood-2010-12-322859,timeout
10.1097/moh.0b013e32833a25ee,tooManyRedirects
10.1088/0004-637x/701/2/1922,timeout
10.1097/aci.0b013e328357b05a,tooManyRedirects
10.1111/j.1948-7134.2011.00174.x,timeout
10.1109/tac.2014.2335971,timeout
10.1093/rof/rfu001,RequestException
10.1149/1.3077573,timeout
10.1039/c2gc16668b,RequestException
10.1002/sdr.1528,timeout
10.1111/jocn.12980,timeout
10.1111/j.1365-2966.2010.17414.x,RequestException
10.1093/jdh/epr014,RequestException
10.1002/chem.201102993,timeout
10.1039/b810566a,RequestException
10.1021/ma5003694,timeout
10.1109/tac.2010.2060259,timeout
10.1097/fbp.0b013e328345c82b,tooManyRedirects
10.1088/0022-3727/48/42/424011,timeout
10.1093/ejcts/ezs085,RequestException
10.5209/rev_hics.2015.v20.n2.51387,timeout
10.3390/molecules19044076,RequestException
10.1097/hjh.0b013e32831fda3a,tooManyRedirects
10.1097/nen.0b013e31828b7a98,RequestException
10.1371/journal.pone.0054347,timeout
10.1039/c3ra22266g,RequestException
10.1111/febs.12119,timeout
10.1215/00318108-2010-018,timeout
10.1109/tap.2010.2078459,timeout
10.1039/c3ta12762a,RequestException
10.1093/biostatistics/kxq017,RequestException
10.1097/pgp.0000000000000146,tooManyRedirects
10.1109/tpds.2008.162,timeout
10.1097/inf.0b013e3181c177fb,tooManyRedirects
10.4314/sajas.v43i2.8,timeout
10.1111/jep.12224,timeout
10.1097/md.0000000000001988,tooManyRedirects
10.1093/bja/aes495,RequestException
10.1039/c3cp52521j,RequestException
10.1523/jneurosci.5687-08.2009,timeout
10.1002/lt.22180,timeout
10.1039/c3pp25347c,RequestException
10.1021/jp910568k,timeout
10.1109/lcomm.2012.020712.112133,timeout
10.1088/0957-4484/22/7/075703,timeout
10.1088/0256-307x/30/9/094202,timeout
10.1097/pgp.0b013e3182230d00,tooManyRedirects
10.1213/ane.0000000000000735,tooManyRedirects
10.1210/en.2012-1401,RequestException
10.1111/j.1468-2370.2010.00296.x,timeout
10.1021/jp4028782,timeout
10.1093/ejcts/ezu462,RequestException
10.1097/scs.0b013e3181e17ab5,tooManyRedirects
10.1515/ijcre-2012-0095,timeout
10.1029/2008jd010650,timeout
10.1109/tits.2011.2122257,timeout
10.1525/hlq.2015.78.2.329,RequestException
10.1111/j.1365-2966.2011.18290.x,RequestException
10.1109/tit.2012.2235522,timeout
10.1088/0004-637x/771/2/137,timeout
10.1093/beheco/arp142,RequestException
10.1515/mammalia-2013-0096,timeout
10.1093/geronb/gbt086,RequestException
10.1515/cclm.2010.049,timeout
10.1097/md.0000000000001484,tooManyRedirects
10.1161/circulationaha.110.974675,timeout
10.1039/c2dt30314k,RequestException
10.1088/0957-0233/22/1/015106,timeout
10.1097/pai.0b013e3181c0692b,tooManyRedirects
10.1088/0004-6256/144/2/47,timeout
10.1093/chemse/bjq058,RequestException
10.1097/mpa.0b013e3181b65bbe,tooManyRedirects
10.1039/c3cp54887b,RequestException
10.5897/ajb10.2634,timeout
10.1039/c3ta13677a,RequestException
10.1093/jb/mvq092,RequestException
10.1210/jc.2013-2950,RequestException
10.1109/tcpmt.2011.2141989,timeout
10.1093/jss/fgq007,RequestException
10.1039/c3ob42536c,RequestException
10.1088/0029-5515/55/6/063025,timeout
10.1039/c1jm11102g,RequestException
10.1002/adma.201404479,timeout
10.1523/jneurosci.4418-12.2013,timeout
10.1109/jlt.2011.2173459,timeout
10.1002/term.297,timeout
10.1109/mvt.2012.2216751,timeout
10.1097/jcp.0b013e3181db38bb,tooManyRedirects
10.1109/tasc.2009.2018092,timeout
10.1021/mp1002416,timeout
10.1093/cjres/rsv003,RequestException
10.1093/beheco/aru231,RequestException
10.1097/sla.0b013e318232b033,tooManyRedirects
10.1039/c1ob05931a,RequestException
10.1039/c4dt02137a,RequestException
10.1109/tmech.2014.2379257,timeout
10.1039/c0cc02780d,RequestException
10.1039/c000076k,RequestException
10.1515/crelle.2009.089,timeout
10.3390/rs70505697,RequestException
10.1109/twc.2009.081438,timeout
10.1088/0264-9381/30/22/224003,timeout
10.1093/biomet/asq051,RequestException
10.1111/jvim.12611,timeout
10.1143/jjap.51.10nf01,timeout
10.1039/c2ja30099k,RequestException
10.1111/j.1365-2966.2010.16678.x,RequestException
10.1021/ic101209m,timeout
10.1088/0004-637x/721/1/576,timeout
10.1088/1367-2630/12/7/075031,timeout
10.1097/ede.0000000000000034,tooManyRedirects
10.1088/0031-8949/2010/t140/014043,timeout
10.1097/acm.0b013e31821dac01,tooManyRedirects
10.1021/la801848d,timeout
10.1109/tcsi.2015.2452333,timeout
10.1109/lawp.2009.2016681,timeout
10.1093/res/hgq097,RequestException
10.1039/c1ce05488k,RequestException
10.1097/bpo.0b013e31823b18dd,tooManyRedirects
10.1039/c1ja10137d,RequestException
10.1227/neu.0b013e318212bafa,RequestException
10.1097/qad.0b013e328363bf56,tooManyRedirects
10.1510/icvts.2009.230003,timeout
10.1039/c3ra41521j,RequestException
10.1039/c2nr12015a,RequestException
10.1089/apc.2008.0245,timeout
10.1002/cyto.b.21023,timeout
10.1109/jphot.2013.2292369,timeout
10.1109/tie.2013.2276058,timeout
10.1111/j.1399-3062.2009.00455.x,timeout
10.1109/lmwc.2009.2033512,timeout
10.1088/0031-8949/90/9/094020,timeout
10.1093/mnras/stv435,timeout
10.1001/archoto.2011.75,timeout
10.1097/dcr.0b013e3182270c41,tooManyRedirects
10.1021/ac201712k,timeout
10.1097/mnh.0b013e328349c261,tooManyRedirects
10.1210/jc.2010-1123,RequestException
10.1097/mop.0000000000000179,tooManyRedirects
10.1109/tap.2013.2255577,timeout
10.1088/2041-8205/774/1/l10,timeout
10.1785/gssrl.82.4.533,RequestException
10.1016/j.febslet.2010.12.045,timeout
10.1523/jneurosci.4767-08.2009,timeout
10.1111/j.1468-4004.2012.53421.x,RequestException
10.1021/ja4036016,timeout
10.1213/ane.0b013e31819fe6d7,tooManyRedirects
10.1039/c3ta13069j,RequestException
10.1093/aje/kws248,RequestException
10.1093/nar/gkr894,RequestException
10.1039/c5ta05426e,RequestException
10.1093/toxsci/kfr143,RequestException
10.1111/j.1365-246x.2012.05597.x,RequestException
10.1109/tsmc.2014.2351375,timeout
10.1109/tap.2014.2310198,timeout
10.1088/0022-3727/48/20/205101,timeout
10.1107/s1600536811035124,timeout
10.1603/an10125,RequestException
10.1039/c4tb00468j,RequestException
10.1088/0004-6256/142/3/75,timeout
10.1530/eje-12-0564,timeout
10.1109/tvlsi.2013.2270001,timeout
10.4088/jcp.13m08857,timeout
10.1210/jc.2010-2697,RequestException
10.1111/j.1754-9434.2011.01381.x,timeout
10.1109/lmwc.2013.2250272,timeout
10.1007/dcr.0b013e3181dcb2d6,tooManyRedirects
10.1603/en12152,RequestException
10.1039/c5ta01073j,RequestException
10.1002/jsfa.4348,timeout
10.1093/jxb/err103,RequestException
10.1039/c5tb00450k,RequestException
10.1039/c1cc10622h,RequestException
10.1109/jssc.2009.2032260,timeout
10.1039/c0jm03870a,RequestException
10.1017/s1047951114001899,timeout
10.1109/tpwrs.2011.2161347,timeout
10.1039/c3cp51773j,RequestException
10.1109/lawp.2014.2347338,timeout
10.1109/tii.2010.2069102,timeout
10.1109/jmems.2012.2211572,timeout
10.1109/lpt.2012.2222370,timeout
10.1097/mlr.0b013e3182549eb9,tooManyRedirects
10.2106/jbjs.j.00973,tooManyRedirects
10.1021/jf4049935,timeout
10.1093/jac/dks182,RequestException
10.1021/cg400206s,timeout
10.1109/tgrs.2012.2216886,timeout
10.1161/circimaging.112.000051,timeout
10.1093/bioinformatics/btt250,RequestException
10.1093/afraf/ads055,RequestException
10.1039/c2pp25026h,RequestException
10.1039/c0ja00218f,RequestException
10.1515/crelle.2009.010,timeout
10.1039/c3cp54024c,RequestException
10.1111/j.1743-7563.2012.01517.x,timeout
10.1109/tbcas.2014.2336596,timeout
10.1130/ges01041.1,timeout
10.1111/j.1468-1331.2011.03649.x,timeout
10.1088/2040-8978/17/7/075801,timeout
10.1097/mpg.0000000000000597,tooManyRedirects
10.1088/0031-9155/56/5/006,timeout
10.1111/j.1757-1707.2010.01038.x,timeout
10.1093/cvr/cvu227,RequestException
10.1109/tnet.2013.2276063,timeout
10.1097/mat.0000000000000086,tooManyRedirects
10.1109/lpt.2015.2407697,timeout
10.1213/ane.0b013e3181d26d2a,tooManyRedirects
10.1093/dh/dht037,RequestException
10.1021/ie301158m,timeout
10.1021/jp4025848,timeout
10.1039/c5lc00520e,RequestException
10.1021/acsami.5b00187,timeout
10.1161/circresaha.115.304760,timeout
10.1097/jcn.0000000000000196,tooManyRedirects
10.1093/rheumatology/kep010,RequestException
10.1021/ja511292f,timeout
10.1088/1475-7516/2010/11/002,timeout
10.1109/tcomm.2009.05.060371,timeout
10.1039/c5fo00669d,RequestException
10.1109/tr.2013.2259206,timeout
10.1088/1367-2630/17/5/055008,timeout
10.1021/am900573q,timeout
10.1021/acs.jpcc.5b05910,timeout
10.1115/1.4005383,timeout
10.1143/apex.3.105601,timeout
10.2471/blt.09.070862,timeout
10.1080/03054981003775293,timeout
10.1109/tvt.2013.2249121,timeout
10.1039/c5ta03013g,RequestException
10.1097/inf.0b013e318288f912,tooManyRedirects
10.1088/1674-1137/39/12/123001,timeout
10.1111/j.1365-2516.2010.02364.x,timeout
10.1093/brain/awv013,RequestException
10.1088/0954-3899/36/11/115103,timeout
10.1002/mop.26655,timeout
10.1167/iovs.14-15738,timeout
10.1093/femsle/fnu016,timeout
10.1115/1.4000276,timeout
10.1017/s0022215110001635,RequestException
10.1093/ntr/ntu109,RequestException
10.1002/chem.201101883,timeout
10.1097/fbp.0b013e328363d163,tooManyRedirects
10.1093/database/bat025,RequestException
10.1002/nur.21512,timeout
10.4088/jcp.14m09015,timeout
10.1287/mnsc.2014.1972,timeout
10.1097/bor.0b013e32835cfc41,tooManyRedirects
10.1093/notesj/gjp183,RequestException
10.1002/net.20390,timeout
10.1097/tp.0b013e3182643544,tooManyRedirects
10.1093/gerona/glu181,RequestException
10.1093/nar/gkv113,timeout
10.1371/journal.ppat.1000655,timeout
10.1097/ta.0b013e3181c4544d,tooManyRedirects
10.1093/hmg/dds244,RequestException
10.1155/2013/715391,timeout
10.1088/0957-4484/26/35/354003,timeout
10.2224/sbp.2012.40.8.1357,timeout
10.1088/1612-2011/10/5/055802,timeout
10.1002/bab.1185,timeout
10.1002/anie.201104834,timeout
10.1002/adem.201500088,timeout
10.1002/jso.21357,timeout
10.1111/j.1708-8305.2008.00281.x,RequestException
10.1109/tii.2014.2346133,timeout
10.1097/mnm.0b013e328341c3e9,tooManyRedirects
10.1021/ef201947h,timeout
10.1086/597256,RequestException
10.1039/c1ee02056k,RequestException
10.1109/lgrs.2011.2155617,timeout
10.1109/tnet.2014.2354572,timeout
10.1111/j.1574-6968.2010.01983.x,RequestException
10.1109/tem.2012.2191618,timeout
10.3390/ma6052103,RequestException
10.1039/c4cc07322c,RequestException
10.1111/ced.12400,timeout
10.7567/jjap.52.08jb23,timeout
10.1088/1742-5468/2015/10/p10003,timeout
10.1109/tpel.2014.2347071,timeout
10.1093/mnras/stu1075,timeout
10.1093/ndt/gfp465,RequestException
10.1093/nar/gkv418,RequestException
10.1109/tns.2014.2352174,timeout
10.1109/tie.2010.2062479,timeout
10.1097/hco.0000000000000054,tooManyRedirects
10.1039/c4ra07283a,RequestException
10.1115/1.4025760,timeout
10.3390/ijms15034856,RequestException
10.1017/s0261444814000317,timeout
10.1109/tsp.2012.2212017,timeout
10.1097/psy.0b013e3181baa65e,tooManyRedirects
10.1093/comjnl/bxu101,RequestException
10.1163/1937240x-00002267,RequestException
10.1088/1367-2630/13/8/085015,timeout
10.1093/icvts/ivv115,RequestException
10.1093/ndt/gft357,RequestException
10.1182/blood-2010-11-318527,timeout
10.1039/c4cc01708k,RequestException
10.1111/epi.12733,timeout
10.1017/s1355617709990373,timeout
10.1001/jamapediatrics.2013.1319,timeout
10.1039/c5ta06200d,RequestException
10.1093/cercor/bhr071,RequestException
10.1093/imrn/rnu239,RequestException
10.1039/c5ra06638g,RequestException
10.1021/jacs.5b03040,timeout
10.1111/ijcp.12566,timeout
10.1109/tvt.2012.2226484,timeout
10.1039/c4dt00182f,RequestException
10.1039/c5sm01892g,RequestException
10.1287/mnsc.1120.1671,timeout
10.1002/fld.4036,timeout
10.1115/1.4026146,timeout
10.1097/scs.0b013e31827103d0,tooManyRedirects
10.1093/heapro/dat001,RequestException
10.1109/tgrs.2013.2250293,timeout
10.1097/anc.0000000000000082,tooManyRedirects
10.1039/c4cy01341g,RequestException
10.1097/iop.0b013e3181b2fd06,tooManyRedirects
10.1088/0965-0393/22/5/055010,timeout
10.1197/jamia.m2955,RequestException
10.1115/1.4001968,timeout
10.1093/petrology/egu067,RequestException
10.1016/j.joi.2013.10.011,timeout
10.1109/tcomm.2010.02.080339,timeout
10.1093/infdis/jiv223,RequestException
10.5897/ajmr11.1075,timeout
10.2478/s11534-010-0058-0,timeout
10.1039/c1sm06013a,RequestException
10.1039/c3ob40814k,RequestException
10.1016/j.jpba.2010.12.004,timeout
10.1097/iop.0b013e3181cf9298,tooManyRedirects
10.1016/j.carbon.2015.03.049,timeout
10.1115/1.2952381,timeout
10.1016/j.physd.2010.01.001,timeout
10.1109/tmag.2015.2439961,timeout
10.1109/tim.2009.2026614,timeout
10.1210/jc.2011-0518,RequestException
10.1128/aem.02681-09,timeout
10.1088/0964-1726/22/2/025015,timeout
10.1227/01.neu.0000361997.08116.96,RequestException
10.1088/0957-0233/26/9/095901,timeout
10.3382/ps.2012-02710,RequestException
10.1039/c3cp54704c,RequestException
10.3390/molecules19010980,RequestException
10.1016/j.asj.2008.12.007,RequestException
10.1097/01.hp.0000348466.09978.77,tooManyRedirects
10.1039/c5ra06763d,RequestException
10.1039/c5ra03368c,RequestException
10.1515/forum-2012-0106,timeout
10.1039/b913252j,RequestException
10.1016/j.wasman.2009.02.008,timeout
10.1039/c1ay05385j,RequestException
10.1039/c3cc44199g,RequestException
10.1039/c3ay41242c,RequestException
10.1039/c0dt00309c,RequestException
10.1186/1746-6148-9-9,timeout
10.1109/lsp.2012.2217328,timeout
10.1088/0004-637x/746/1/58,timeout
10.1088/0067-0049/217/1/11,timeout
10.1097/mph.0b013e31820a5ece,tooManyRedirects
10.1016/j.meegid.2013.06.014,timeout
10.3340/jkns.2010.47.2.155,timeout
10.1097/sap.0b013e3182394bba,tooManyRedirects
10.1039/c4cp00736k,RequestException
10.1002/anie.201204367,timeout
10.12659/msm.892055,RequestException
10.1088/0004-637x/708/2/1492,timeout
10.1039/c4cc03264k,RequestException
10.1213/ane.0b013e3182245add,tooManyRedirects
10.1039/c4tb01873g,RequestException
10.1039/c5ra16114b,RequestException
10.1097/sle.0b013e31820af7f9,tooManyRedirects
10.1016/j.apenergy.2011.12.048,timeout
10.1002/lary.25420,timeout
10.1109/tpel.2013.2256931,timeout
10.1039/c4ra14092c,RequestException
10.1093/gerona/gls157,RequestException
10.1039/c0sm00155d,RequestException
10.1109/ted.2014.2364623,timeout
10.1519/ssc.0b013e3181eaade1,tooManyRedirects
10.1074/jbc.m114.552216,timeout
10.1051/ps:2008037,timeout
10.1039/b807820c,RequestException
10.4174/jkss.2010.78.2.123,timeout
10.1086/598933,RequestException
10.1088/0957-0233/26/3/035202,timeout
10.1093/nar/gkr007,RequestException
10.5665/sleep.1990,RequestException
10.1097/ta.0b013e318176c563,tooManyRedirects
10.1017/s0022215109005052,timeout
10.1097/yco.0b013e32835b2c8c,tooManyRedirects
10.1039/c1sm06569f,RequestException
10.1039/c0ob01163k,RequestException
10.1016/j.topol.2011.11.054,timeout
10.1016/j.bios.2008.12.034,timeout
10.1016/j.dyepig.2014.12.007,timeout
10.1016/j.lfs.2010.02.022,timeout
10.1109/tns.2014.2298336,timeout
10.1107/s160053680901037x,timeout
10.1210/jc.2013-2695,RequestException
10.1097/wnr.0b013e328363fd89,tooManyRedirects
10.1371/journal.pone.0015763,timeout
10.1093/chemse/bjt064,RequestException
10.1039/c2mt00174h,RequestException
10.1093/qjmed/hcs114,RequestException
10.1001/jamapediatrics.2014.2616,timeout
10.1039/c4cc01588f,RequestException
10.1109/tcyb.2014.2358680,timeout
10.1097/ncq.0b013e31825961ca,tooManyRedirects
10.1111/dom.12226,timeout
10.1002/oby.20112,timeout
10.1039/b907258f,RequestException
10.1097/inf.0b013e31824bcc36,tooManyRedirects
10.1093/abbs/gmp071,RequestException
10.1038/ncomms6708,timeout
10.1039/c5ob00130g,RequestException
10.1093/eurheartj/eht112,RequestException
10.1039/c5nr06353a,RequestException
10.1107/s1600536809024763,timeout
10.1097/scs.0b013e31825e49c1,tooManyRedirects
10.1039/c1jm10622h,RequestException
10.1515/cclm.2010.016,timeout
10.1093/mnras/stu231,timeout
10.1088/0067-0049/219/1/4,timeout
10.1088/0031-8949/86/02/025003,timeout
10.1093/icvts/ivv030,RequestException
10.1093/erae/jbp002,RequestException
10.1111/jeea.12001,RequestException
10.1016/j.jgo.2014.11.005,timeout
10.4040/jkan.2012.42.7.917,timeout
10.1002/cphc.201200284,timeout
10.1021/cm302828d,timeout
10.1109/jdt.2011.2154298,timeout
10.1039/c4ee00508b,RequestException
10.1093/intimm/dxv029,RequestException
10.1111/j.1753-4887.2011.00428.x,RequestException
10.1039/c2py20720f,RequestException
10.1016/j.jelechem.2014.02.002,timeout
10.1227/neu.0000000000000981,RequestException
10.1039/c2cc17183j,RequestException
10.1093/alcalc/agn080,RequestException
10.1017/s002237781500001x,timeout
10.1159/000351116,timeout
10.1021/ie300035c,timeout
10.1143/jjap.48.105001,timeout
10.1086/595299,RequestException
10.1093/beheco/art067,RequestException
10.1051/epjap/2014130388,timeout
10.1093/jpepsy/jss090,timeout
10.1039/c1dt11441g,RequestException
10.1039/c2ee01930b,RequestException
10.1017/s0265052509990069,timeout
10.1097/ico.0b013e3181eeb2af,tooManyRedirects
10.1002/pen.23902,timeout
10.1039/c5ra12859e,RequestException
10.1095/biolreprod.110.088476,RequestException
10.1074/jbc.m111.325647,timeout
10.1039/c3cc44473b,RequestException
10.1039/c3sc51447a,RequestException
10.1039/c1gc16031a,RequestException
10.1093/glycob/cwr010,RequestException
10.1093/annonc/mdq233,RequestException
10.1002/fuce.200900016,timeout
10.1309/ajcpyp00jnufwccy,RequestException
10.1093/bioinformatics/btt296,RequestException
10.1093/heapro/dar034,RequestException
10.1089/neu.2012.2773,timeout
10.1097/pec.0000000000000466,tooManyRedirects
10.1186/1757-1146-5-28,timeout
10.1097/bpb.0b013e32833c31ad,tooManyRedirects
10.1097/brs.0b013e318250dc95,tooManyRedirects
10.1371/journal.pone.0057526,timeout
10.1093/pcp/pcr193,RequestException
10.1093/comjnl/bxn009,RequestException
10.1039/c2py20639k,RequestException
10.1109/lawp.2014.2383393,timeout
10.1109/tpwrd.2012.2235150,timeout
10.1038/nrc2803,timeout
10.1093/fampra/cmv024,RequestException
10.1093/mutage/ges015,RequestException
10.1186/1475-925x-10-1,timeout
10.1007/s10495-010-0461-4,timeout
10.1089/hgtb.2013.020,timeout
10.1111/j.1747-0285.2012.01424.x,timeout
10.1088/0954-3899/37/9/094048,timeout
10.1143/jjap.51.05ec04,timeout
10.1249/mss.0b013e31827c0b94,tooManyRedirects
10.1093/qmath/haq013,RequestException
10.1093/gerona/glp005,RequestException
10.1097/iae.0b013e318203c183,tooManyRedirects
10.1109/tit.2009.2021311,timeout
10.1093/jnci/djq093,RequestException
10.1515/advgeom.2011.012,timeout
10.2522/ptj.20090030,RequestException
10.1093/aob/mcq267,RequestException
10.1039/c1ob06418e,RequestException
10.1111/j.1526-4637.2012.01466.x,RequestException
10.1139/bcb-2014-0098,timeout
10.1063/1.3061964,timeout
10.1097/prs.0000000000000346,tooManyRedirects
10.1515/hsz-2014-0166,timeout
10.1142/s0217751x10047816,timeout
10.5897/ajmr12.132,timeout
10.1088/1674-1137/37/3/037004,timeout
10.1097/yco.0000000000000144,tooManyRedirects
10.1210/en.2010-1249,RequestException
10.1097/qco.0b013e32834ef5c4,tooManyRedirects
10.1097/pas.0b013e3181e4f256,tooManyRedirects
10.1089/omi.2008.0060,timeout
10.1093/carcin/bgr101,RequestException
10.1093/rheumatology/kes190,RequestException
10.1097/scs.0b013e31824de5b8,tooManyRedirects
10.1039/c5cc04837k,RequestException
10.1097/ccm.0b013e31821b85c6,tooManyRedirects
10.1039/c4tb00599f,RequestException
10.1017/s0022215109991368,timeout
10.1109/tie.2008.2006953,timeout
10.1088/0256-307x/32/7/077303,timeout
10.1016/j.febslet.2013.04.013,timeout
10.7326/m15-0285,timeout
10.1093/nar/gkr830,RequestException
10.1097/tp.0b013e31822b58be,tooManyRedirects
10.1097/scs.0000000000001553,tooManyRedirects
10.1186/1471-2180-11-145,timeout
10.1021/jz101005u,timeout
10.1088/1742-5468/2015/08/p08028,timeout
10.1097/cmr.0b013e328345333b,tooManyRedirects
10.1093/icvts/ivs181,RequestException
10.1016/j.coms.2011.07.004,timeout
10.1089/jmf.2008.1114,timeout
10.1080/03115518.2015.958295,timeout
10.3390/molecules17010001,RequestException
10.1063/1.4714608,timeout
10.1063/1.3250426,timeout
10.1097/nor.0b013e3182419662,tooManyRedirects
10.1093/gji/ggu480,timeout
10.1039/c1mb05295k,RequestException
